ID,Sex,Age,Education,Income,Settlement size,Marital status_single,Occupation_skilled employee / official,Occupation_unemployed / unskilled
100001210,0,33,1.0,151421,2,True,True,False
100001211,0,32,1.0,178081,1,False,False,False
100001212,0,35,1.0,110181,2,True,False,True
100001213,0,30,1.0,113012,1,False,True,False
100001214,0,35,1.0,154585,2,False,False,False
100001215,0,40,1.0,144704,1,True,False,False
100001216,0,37,1.0,141632,2,True,False,False
100001217,0,37,1.0,105055,2,True,True,False
100001218,0,37,1.0,124597,2,True,True,False
100001219,0,53,1.0,160164,1,True,False,False
100001220,0,34,1.0,151754,1,True,False,False
100001221,0,51,1.0,155551,1,True,True,False
100001222,0,26,1.0,94986,2,False,True,False
100001223,0,34,1.0,175800,1,True,False,True
100001224,0,51,1.0,126246,1,True,False,False
100001225,0,33,1.0,116261,2,True,True,False
100001226,0,32,1.0,117796,2,False,False,True
100001227,0,39,1.0,115363,1,True,True,False
100001228,0,53,1.0,169076,1,True,True,False
100001229,0,34,1.0,97474,2,True,False,False
100001230,0,37,1.0,140341,2,True,True,False
100001231,0,28,1.0,114503,1,False,True,False
100001232,0,25,1.0,102937,2,False,True,False
100001233,0,36,1.0,151781,2,True,False,False
100001234,0,36,1.0,123133,2,False,True,False
100001235,0,35,1.0,118879,2,True,True,False
100001236,0,21,1.0,158683,1,False,True,False
100001237,0,29,1.0,107514,2,False,True,False
100001238,0,60,2.0,193879,1,True,True,False
100001239,0,45,1.0,135043,1,True,True,False
100001240,0,56,2.0,108559,1,False,False,True
100001241,0,30,1.0,121038,2,False,True,False
100001242,0,52,1.0,151947,2,True,False,False
100001243,0,26,1.0,118820,1,False,True,False
100001244,0,43,1.0,121517,1,True,True,False
100001245,0,34,1.0,113572,1,True,True,False
100001246,0,22,1.0,131170,2,False,True,False
100001247,0,42,1.0,92430,1,True,False,True
100001248,0,38,1.0,124554,1,True,False,True
100001249,0,29,1.0,115988,2,False,True,False
100001250,0,44,1.0,107301,2,True,True,False
100001251,0,29,1.0,103767,1,False,False,False
100001252,0,44,1.0,141493,2,True,True,False
100001253,0,38,1.0,154339,2,True,True,False
100001254,0,26,1.0,112369,1,False,False,True
100001255,0,53,1.0,158193,1,True,True,False
100001256,0,43,1.0,143734,1,True,True,False
100001257,0,33,1.0,121890,1,True,True,False
100001258,0,52,1.0,127609,1,True,False,True
100001259,0,26,1.0,94650,2,False,False,True
100001260,0,38,1.0,175504,1,True,False,False
100001261,0,47,1.0,165495,2,True,True,False
100001262,0,26,1.0,120389,1,False,True,False
100001263,0,36,1.0,165340,1,False,True,False
100001264,0,36,1.0,119804,1,True,True,False
100001265,0,57,2.0,154344,1,True,False,False
100001266,0,31,1.0,106266,2,False,False,False
100001267,0,45,1.0,136129,1,True,True,False
100001268,0,40,1.0,151914,1,True,False,False
100001269,0,21,1.0,121473,1,False,True,False
100001270,0,46,1.0,127147,2,True,True,False
100001271,0,35,1.0,125387,2,True,True,False
100001272,0,31,1.0,139490,2,False,False,True
100001273,0,51,1.0,124990,2,True,True,False
100001274,0,21,1.0,101471,1,False,False,False
100001275,0,48,1.0,155708,1,True,True,False
100001276,0,48,1.0,142345,2,True,True,False
100001277,0,68,2.0,148675,1,True,False,True
100001278,0,45,2.0,116484,2,False,True,False
100001279,0,35,1.0,150237,2,True,False,False
100001280,0,22,1.0,100273,2,False,True,False
100001281,0,44,1.0,122292,1,True,False,True
100001282,0,52,1.0,159216,1,True,True,False
100001283,0,48,1.0,130082,2,True,True,False
100001284,0,33,1.0,139547,2,True,True,False
100001285,0,35,1.0,122895,1,False,True,False
100001286,0,64,2.0,154549,1,False,True,False
100001287,0,58,1.0,149315,2,True,False,True
100001288,0,24,1.0,118101,2,False,False,True
100001289,0,40,1.0,115831,2,True,False,True
100001290,0,49,1.0,118571,2,True,False,False
100001291,0,31,1.0,138906,2,True,True,False
100001292,0,46,1.0,98520,2,True,True,False
100001293,0,46,1.0,106576,1,True,True,False
100001294,0,49,1.0,121592,1,True,True,False
100001295,0,29,1.0,135605,1,True,False,True
100001296,0,37,1.0,114552,2,True,True,False
100001297,0,33,1.0,151339,1,True,False,False
100001298,0,71,2.0,170387,2,True,True,False
100001299,0,35,1.0,118288,2,True,True,False
100001300,0,40,1.0,109992,2,True,True,False
100001301,1,27,1.0,90654,0,True,False,True
100001302,1,61,2.0,113290,0,True,False,True
100001303,1,29,1.0,100093,1,False,True,False
100001304,1,33,1.0,109489,0,True,True,False
100001305,1,56,2.0,139427,0,True,False,True
100001306,1,27,1.0,123411,1,False,True,False
100001307,1,22,1.0,137925,0,False,True,False
100001308,1,19,1.0,99119,0,False,True,False
100001309,1,28,1.0,91084,1,False,True,False
100001310,1,24,1.0,110137,1,False,True,False
100001311,1,27,1.0,67041,0,False,False,True
100001312,1,30,1.0,127299,1,False,True,False
100001313,1,26,1.0,84555,0,True,False,True
100001314,1,26,1.0,123895,0,False,True,False
100001315,1,23,1.0,94324,1,False,True,False
100001316,1,28,1.0,96062,0,False,True,False
100001317,1,67,3.0,144843,0,False,True,False
100001318,1,27,1.0,107485,1,False,True,False
100001319,1,32,1.0,98573,0,False,True,False
100001320,1,24,1.0,107462,0,True,False,True
100001321,1,28,1.0,115809,1,False,True,False
100001322,1,48,2.0,118749,0,True,False,True
100001323,1,32,1.0,139112,1,False,True,False
100001324,1,25,1.0,94075,0,False,True,False
100001325,1,57,2.0,62002,0,False,False,True
100001326,1,28,1.0,127262,0,False,True,False
100001327,1,24,1.0,122846,1,False,True,False
100001328,1,25,1.0,61907,0,False,False,True
100001329,1,31,1.0,89287,0,True,False,True
100001330,1,33,1.0,103696,1,True,True,False
100001331,1,50,2.0,147603,0,False,True,False
100001332,1,58,2.0,139229,1,False,False,True
100001333,1,27,1.0,107932,0,False,False,True
100001334,1,48,2.0,116235,0,False,False,True
100001335,1,22,1.0,85974,0,False,False,True
100001336,1,40,1.0,124001,0,False,False,True
100001337,1,32,1.0,121428,0,False,True,False
100001338,1,25,1.0,93233,0,True,False,True
100001339,1,27,1.0,67965,0,False,False,True
100001340,1,27,1.0,88001,0,False,False,True
100001341,1,23,1.0,129112,0,False,True,False
100001342,1,32,1.0,109324,1,False,True,False
100001343,1,25,1.0,112785,1,False,True,False
100001344,1,46,2.0,136735,0,False,False,True
100001345,1,21,1.0,107779,1,False,True,False
100001346,1,29,1.0,103526,0,False,True,False
100001347,1,31,1.0,93171,0,False,False,True
100001348,1,26,1.0,106559,0,True,False,True
100001349,1,23,1.0,112728,1,False,True,False
100001350,1,38,1.0,102855,1,True,True,False
100001351,1,35,1.0,85381,0,True,False,True
100001352,1,27,1.0,100762,1,False,True,False
100001353,1,22,1.0,131445,1,False,True,False
100001354,1,52,2.0,123194,0,False,True,False
100001355,1,19,1.0,99519,1,False,True,False
100001356,1,23,1.0,112853,0,False,True,False
100001357,1,42,1.0,110509,0,True,True,False
100001358,1,27,1.0,106446,1,False,True,False
100001359,1,39,2.0,89665,0,False,False,True
100001360,1,50,2.0,128233,1,False,True,False
100001361,1,36,1.0,133615,0,False,True,False
100001362,1,25,1.0,115833,1,False,True,False
100001363,1,27,1.0,65560,0,False,False,True
100001364,1,30,1.0,118642,0,False,True,False
100001365,1,22,1.0,63635,0,True,False,True
100001366,1,27,1.0,122649,1,False,True,False
100001367,1,31,1.0,143321,1,True,False,False
100001368,1,29,1.0,99556,0,False,True,False
100001369,1,34,1.0,36760,0,True,False,True
100001370,1,33,1.0,71935,0,True,False,True
100001371,1,26,1.0,114977,0,False,True,False
100001372,1,36,1.0,147691,1,False,True,False
100001373,1,26,1.0,54296,0,False,False,True
100001374,1,39,1.0,80014,0,False,False,True
100001375,1,44,2.0,77887,0,False,False,True
100001376,1,46,2.0,98517,0,False,False,True
100001377,1,31,1.0,103012,0,False,False,True
100001378,1,26,1.0,121377,0,True,True,False
100001379,1,22,1.0,91359,1,False,True,False
100001380,1,48,2.0,104833,0,True,False,True
100001381,1,27,1.0,101209,0,False,True,False
100001382,1,30,1.0,58207,0,True,False,True
100001383,1,27,1.0,116708,1,False,True,False
100001384,1,36,1.0,107471,1,False,True,False
100001385,1,31,1.0,128495,0,False,True,False
100001386,1,21,1.0,124468,0,True,True,False
100001387,1,26,1.0,106922,1,False,True,False
100001388,1,24,1.0,104291,0,True,True,False
100001389,1,29,1.0,98204,0,False,True,False
100001390,1,32,1.0,127071,0,False,True,False
100001391,1,45,2.0,85115,0,False,False,True
100001392,1,58,2.0,104013,0,False,False,True
100001393,1,25,1.0,89863,0,False,True,False
100001394,1,67,3.0,135300,0,False,True,False
100001395,1,53,2.0,107861,0,False,False,True
100001396,1,24,1.0,123994,0,False,True,False
100001397,1,20,1.0,91270,0,True,False,True
100001398,1,71,3.0,133245,0,False,False,True
100001399,1,31,1.0,118594,1,False,True,False
100001400,1,27,1.0,40606,0,False,False,True
100001401,1,36,1.0,129304,0,False,False,True
100001402,1,25,1.0,113118,0,False,True,False
100001403,1,41,1.0,133131,0,True,True,False
100001404,1,30,1.0,106876,1,False,True,False
100001405,1,32,1.0,130870,1,False,True,False
100001406,1,29,1.0,125621,0,False,False,True
100001407,1,27,1.0,78923,0,True,False,True
100001408,1,32,1.0,123983,0,False,True,False
100001409,1,25,1.0,75184,0,False,False,True
100001410,1,24,1.0,109693,0,True,True,False
100001411,1,63,2.0,86273,0,False,False,True
100001412,1,42,2.0,113190,0,True,False,True
100001413,1,22,1.0,109274,0,False,False,True
100001414,1,46,2.0,143489,1,False,True,False
100001415,1,24,1.0,99570,1,False,True,False
100001416,1,30,1.0,139468,1,True,True,False
100001417,1,44,2.0,108627,0,False,False,True
100001418,1,25,1.0,106355,0,True,True,False
100001419,1,27,1.0,96952,0,False,True,False
100001420,1,27,1.0,141502,1,False,True,False
100001421,1,34,1.0,110420,1,False,True,False
100001422,1,18,1.0,97741,1,False,True,False
100001423,1,25,1.0,99583,1,False,True,False
100001424,1,21,1.0,63698,0,False,False,True
100001425,1,26,1.0,116688,1,False,True,False
100001426,1,27,1.0,131542,1,False,False,False
100001427,1,25,1.0,136055,1,True,True,False
100001428,1,30,1.0,100195,1,False,True,False
100001429,1,66,3.0,131001,0,True,True,False
100001430,1,25,1.0,104062,1,False,True,False
100001431,1,43,2.0,137689,0,False,True,False
100001432,1,35,1.0,137705,1,False,True,False
100001433,1,70,3.0,69915,0,True,False,True
100001434,1,35,1.0,68731,0,True,False,True
100001435,1,26,1.0,105726,0,False,True,False
100001436,1,29,1.0,78078,0,True,False,True
100001437,1,22,1.0,110835,0,False,False,True
100001438,1,26,1.0,115531,1,True,True,False
100001439,1,36,1.0,92723,0,False,False,True
100001440,1,35,1.0,107509,1,False,True,False
100001441,1,28,1.0,116763,1,False,True,False
100001442,1,24,1.0,100733,0,False,True,False
100001443,1,34,1.0,92652,0,False,False,True
100001444,1,25,1.0,106987,0,False,True,False
100001445,1,54,2.0,51882,0,False,False,True
100001446,1,46,2.0,104751,0,True,False,True
100001447,1,42,1.0,50947,0,False,False,True
100001448,1,45,2.0,126986,0,True,False,True
100001449,1,48,2.0,110223,0,True,False,True
100001450,1,21,1.0,100591,0,True,False,True
100001451,1,31,1.0,123257,0,False,True,False
100001452,1,35,1.0,137736,1,True,True,False
100001453,1,36,1.0,110221,1,False,True,False
100001454,1,32,1.0,99703,0,False,False,True
100001455,1,26,1.0,106667,0,False,False,True
100001456,1,34,1.0,143319,0,False,True,False
100001457,1,65,2.0,135557,1,False,True,False
100001458,1,50,2.0,93390,0,False,False,True
100001459,1,39,1.0,97577,0,False,True,False
100001460,1,52,2.0,124196,0,True,False,True
100001461,1,36,1.0,81136,0,False,False,True
100001462,1,29,1.0,119439,0,False,True,False
100001463,1,36,1.0,145231,1,False,True,False
100001464,1,36,1.0,85623,0,False,False,True
100001465,1,27,1.0,145373,1,False,True,False
100001466,1,36,1.0,135896,1,False,False,False
100001467,1,26,1.0,106470,1,False,True,False
100001468,1,57,2.0,113334,1,True,True,False
100001469,1,27,1.0,100560,0,True,False,True
100001470,1,58,2.0,108442,0,False,False,True
100001471,1,27,1.0,64472,0,False,False,True
100001472,1,49,2.0,120207,0,False,True,False
100001473,1,43,2.0,101680,0,False,True,False
100001474,1,45,2.0,92342,0,True,False,True
100001475,1,27,1.0,98611,0,False,False,True
100001476,1,34,1.0,97613,1,False,True,False
100001477,1,21,1.0,82298,0,False,False,True
100001478,1,54,2.0,125302,1,False,True,False
100001479,1,43,2.0,108725,0,False,False,True
100001480,1,25,1.0,85569,0,True,False,True
100001481,1,57,2.0,110372,0,True,False,True
100001482,1,26,1.0,100511,1,False,True,False
100001483,1,30,1.0,110455,0,True,True,False
100001484,1,58,2.0,141993,0,True,False,True
100001485,1,25,1.0,121789,1,False,True,False
100001486,1,23,1.0,138967,0,False,True,False
100001487,1,22,1.0,105230,0,True,True,False
100001488,1,21,1.0,90656,1,False,True,False
100001489,1,20,1.0,115445,1,False,True,False
100001490,1,22,1.0,59955,0,False,False,True
100001491,1,27,1.0,126268,1,True,True,False
100001492,1,24,1.0,80830,0,True,False,True
100001493,1,23,1.0,123625,0,False,True,False
100001494,1,26,1.0,102543,1,False,True,False
100001495,1,28,1.0,101948,0,True,True,False
100001496,1,64,3.0,142280,0,False,True,False
100001497,1,26,1.0,105434,1,False,True,False
100001498,1,31,1.0,106115,0,False,True,False
100001499,1,28,1.0,111057,0,True,False,True
100001500,1,25,1.0,117758,1,False,True,False
100001501,1,49,2.0,118396,0,True,False,True
100001502,1,33,1.0,136260,1,False,True,False
100001503,1,27,1.0,97192,0,True,True,False
100001504,1,59,2.0,62101,0,False,False,True
100001505,1,28,1.0,123497,0,False,True,False
100001506,1,24,1.0,120326,1,False,True,False
100001507,1,26,1.0,66645,0,False,False,True
100001508,1,33,1.0,83429,0,True,False,True
100001509,1,37,1.0,107539,1,True,True,False
100001510,1,46,2.0,153880,0,False,True,False
100001511,1,62,2.0,140178,1,False,False,True
100001512,1,26,1.0,100402,0,True,False,True
100001513,1,49,2.0,122158,0,False,False,True
100001514,1,25,1.0,89331,0,False,False,True
100001515,1,37,1.0,125359,0,False,False,True
100001516,1,31,1.0,124110,0,True,True,False
100001517,1,25,1.0,93526,0,True,False,True
100001518,1,21,1.0,70170,0,False,False,True
100001519,1,27,1.0,82357,0,False,False,True
100001520,1,29,1.0,126745,0,False,True,False
100001521,1,30,1.0,103326,1,False,True,False
100001522,1,26,1.0,116048,1,False,True,False
100001523,1,40,2.0,137115,0,False,False,True
100001524,1,23,1.0,105365,1,False,True,False
100001525,1,31,1.0,95911,0,False,True,False
100001526,1,29,1.0,88669,0,False,False,True
100001527,1,22,1.0,103776,0,True,False,True
100001528,1,26,1.0,108864,1,False,True,False
100001529,1,39,1.0,106037,1,True,True,False
100001530,1,35,1.0,84851,0,True,False,True
100001531,1,26,1.0,95748,1,False,True,False
100001532,1,28,1.0,133616,1,False,True,False
100001533,1,56,2.0,132752,0,False,True,False
100001534,1,22,1.0,95712,1,False,True,False
100001535,1,26,1.0,109063,0,False,True,False
100001536,1,41,1.0,113521,0,True,True,False
100001537,1,29,1.0,109380,1,False,True,False
100001538,1,42,2.0,82558,0,False,False,True
100001539,1,50,2.0,124777,1,False,True,False
100001540,1,33,1.0,133542,0,False,True,False
100001541,1,28,1.0,116492,1,False,True,False
100001542,1,27,1.0,68834,0,False,False,True
100001543,1,27,1.0,124023,0,False,True,False
100001544,1,28,1.0,63882,0,True,False,True
100001545,1,24,1.0,122492,1,False,True,False
100001546,1,28,1.0,141453,1,True,False,False
100001547,1,32,1.0,99327,0,False,True,False
100001548,1,32,1.0,45590,0,True,False,True
100001549,1,30,1.0,71167,0,True,False,True
100001550,1,29,1.0,111992,0,False,True,False
100001551,1,37,1.0,145140,1,False,True,False
100001552,1,24,1.0,49672,0,False,False,True
100001553,1,36,1.0,75536,0,False,False,True
100001554,1,40,2.0,86720,0,False,False,True
100001555,1,51,2.0,97729,0,False,False,True
100001556,1,33,1.0,106808,0,False,False,True
100001557,1,31,1.0,117971,0,True,True,False
100001558,1,29,1.0,97731,1,False,True,False
100001559,1,48,2.0,109196,0,True,False,True
100001560,1,25,1.0,94905,0,False,True,False
100001561,1,28,1.0,57480,0,True,False,True
100001562,1,23,1.0,109175,1,False,True,False
100001563,1,32,1.0,111174,1,False,True,False
100001564,1,34,1.0,127255,0,False,True,False
100001565,1,23,1.0,115499,0,True,True,False
100001566,1,25,1.0,109499,1,False,True,False
100001567,1,25,1.0,104696,0,True,True,False
100001568,1,27,1.0,104467,0,False,True,False
100001569,1,29,1.0,120157,0,False,True,False
100001570,1,46,2.0,81200,0,False,False,True
100001571,1,61,2.0,97558,0,False,False,True
100001572,1,25,1.0,95914,0,False,True,False
100001573,1,67,3.0,128053,0,False,True,False
100001574,1,49,2.0,101734,0,False,False,True
100001575,1,21,1.0,126009,0,False,True,False
100001576,1,19,1.0,91232,0,True,False,True
100001577,1,67,3.0,128343,0,False,False,True
100001578,1,31,1.0,110040,1,False,True,False
100001579,1,27,1.0,38247,0,False,False,True
100001580,1,37,1.0,129027,0,False,False,True
100001581,1,27,1.0,115026,0,False,True,False
100001582,1,36,1.0,130323,0,True,True,False
100001583,1,24,1.0,103181,1,False,True,False
100001584,1,31,1.0,138307,1,False,True,False
100001585,1,29,1.0,122564,0,False,False,True
100001586,1,28,1.0,82351,0,True,False,True
100001587,1,34,1.0,125351,0,False,True,False
100001588,1,26,1.0,82940,0,False,False,True
100001589,1,21,1.0,108029,0,True,True,False
100001590,1,63,2.0,82734,0,False,False,True
100001591,1,38,2.0,116816,0,True,False,True
100001592,1,20,1.0,113472,0,False,False,True
100001593,1,44,2.0,143343,1,False,True,False
100001594,1,31,1.0,104074,1,False,True,False
100001595,1,33,1.0,138525,1,True,True,False
100001596,1,49,2.0,106960,0,False,False,True
100001597,1,26,1.0,108323,0,True,True,False
100001598,1,28,1.0,95784,0,False,True,False
100001599,1,30,1.0,140673,1,False,True,False
100001600,1,36,1.0,104235,1,False,True,False
100001601,1,27,1.0,54041,0,False,False,True
100001602,0,23,0.0,107961,0,True,False,True
100001603,0,31,0.0,113757,0,True,True,False
100001604,1,27,1.0,94884,0,False,True,False
100001605,1,25,1.0,126041,0,False,True,False
100001606,1,23,1.0,64952,0,False,False,True
100001607,0,27,1.0,66764,0,False,False,True
100001608,1,38,1.0,67861,0,True,False,True
100001609,0,44,1.0,113516,0,True,False,True
100001610,1,42,1.0,46109,0,False,False,True
100001611,1,25,1.0,103651,0,False,False,True
100001612,0,40,1.0,75043,0,False,False,True
100001613,1,24,1.0,116473,0,False,False,True
100001614,1,39,1.0,96614,0,True,False,True
100001615,0,24,0.0,66447,0,True,False,True
100001616,1,50,1.0,119068,0,True,True,False
100001617,1,28,1.0,122973,0,False,False,True
100001618,1,36,1.0,81609,0,False,False,True
100001619,0,36,1.0,105519,0,True,True,False
100001620,1,40,1.0,86649,0,False,False,True
100001621,1,31,0.0,76384,0,True,False,True
100001622,0,27,1.0,67136,0,False,False,True
100001623,1,35,1.0,93155,0,False,False,True
100001624,0,51,1.0,124183,0,True,False,True
100001625,1,26,0.0,64860,0,True,False,True
100001626,0,33,1.0,87232,0,True,False,True
100001627,1,27,1.0,92304,0,False,False,True
100001628,0,38,1.0,84254,0,True,False,True
100001629,1,30,0.0,106696,0,True,True,False
100001630,0,28,0.0,113212,0,True,True,False
100001631,0,23,0.0,71076,0,True,False,True
100001632,1,23,1.0,114270,0,False,False,True
100001633,1,26,1.0,125538,0,False,True,False
100001634,1,21,1.0,92442,0,False,False,True
100001635,1,36,1.0,75297,0,True,False,True
100001636,1,24,1.0,65707,0,False,False,True
100001637,0,41,1.0,120387,0,True,True,False
100001638,0,42,1.0,120946,0,True,True,False
100001639,0,27,0.0,73265,0,True,False,True
100001640,0,40,1.0,77481,0,False,False,True
100001641,1,34,1.0,91282,0,False,False,True
100001642,0,40,1.0,104405,0,True,False,True
100001643,0,33,1.0,99646,0,True,True,False
100001644,1,49,1.0,97791,0,True,False,True
100001645,0,28,0.0,81878,0,True,False,True
100001646,1,26,1.0,107908,0,False,True,False
100001647,1,40,1.0,98608,0,True,False,True
100001648,0,47,1.0,95228,0,True,False,True
100001649,1,41,1.0,128163,0,False,True,False
100001650,1,29,1.0,94325,0,False,False,True
100001651,1,37,1.0,90815,0,False,False,True
100001652,0,31,0.0,120719,0,True,True,False
100001653,0,35,1.0,110159,0,True,True,False
100001654,0,35,1.0,124490,0,True,True,False
100001655,1,29,1.0,75161,0,False,False,True
100001656,1,37,1.0,127206,0,True,True,False
100001657,0,37,1.0,83660,0,True,False,True
100001658,1,26,1.0,87400,0,False,False,True
100001659,1,28,1.0,78942,0,False,False,True
100001660,1,23,1.0,88452,0,False,False,True
100001661,0,38,1.0,104128,0,True,True,False
100001662,1,30,1.0,100313,0,False,True,False
100001663,1,45,1.0,107387,0,True,True,False
100001664,0,24,0.0,84355,0,True,False,True
100001665,1,35,1.0,112723,0,True,True,False
100001666,1,41,1.0,115892,0,False,True,False
100001667,0,30,1.0,106597,0,False,True,False
100001668,1,30,1.0,121327,0,False,True,False
100001669,1,26,1.0,92559,0,False,False,True
100001670,1,25,1.0,87537,0,False,False,True
100001671,1,23,1.0,70569,0,False,False,True
100001672,1,27,1.0,85294,0,False,False,True
100001673,1,26,0.0,70905,0,True,False,True
100001674,0,25,0.0,103716,0,True,False,True
100001675,0,27,1.0,94947,0,False,True,False
100001676,1,42,1.0,80116,0,True,False,True
100001677,0,35,1.0,86492,0,True,False,True
100001678,1,25,1.0,88672,0,False,False,True
100001679,1,26,1.0,82984,0,False,False,True
100001680,0,38,1.0,128100,0,True,True,False
100001681,1,28,0.0,72869,0,True,False,True
100001682,0,33,1.0,112227,0,False,True,False
100001683,1,40,1.0,94674,0,True,False,True
100001684,1,23,1.0,101003,0,False,True,False
100001685,1,25,0.0,112924,0,True,True,False
100001686,1,28,0.0,108645,0,True,False,True
100001687,0,41,1.0,69415,0,True,False,True
100001688,1,50,1.0,112204,0,True,False,True
100001689,1,23,1.0,109700,0,False,True,False
100001690,1,26,1.0,104484,0,False,True,False
100001691,1,22,1.0,61239,0,False,False,True
100001692,0,37,1.0,119602,0,True,False,True
100001693,1,38,1.0,81014,0,True,False,True
100001694,1,22,1.0,68165,0,False,False,True
100001695,1,30,0.0,88652,0,True,False,True
100001696,0,38,1.0,75705,0,True,False,True
100001697,1,36,1.0,104189,0,False,True,False
100001698,0,41,1.0,71603,0,True,False,True
100001699,1,29,1.0,121914,0,False,True,False
100001700,1,31,1.0,106637,0,False,True,False
100001701,1,31,0.0,99800,0,True,True,False
100001702,1,21,0.0,67629,0,True,False,True
100001703,0,32,0.0,120354,0,True,True,False
100001704,1,35,1.0,122110,0,False,True,False
100001705,0,29,0.0,89170,0,True,False,True
100001706,1,34,1.0,109195,0,True,True,False
100001707,1,38,1.0,92392,0,True,False,True
100001708,1,33,1.0,43805,0,False,False,True
100001709,1,28,1.0,68389,0,False,False,True
100001710,1,28,1.0,112521,0,False,True,False
100001711,0,21,0.0,59255,0,True,False,True
100001712,1,29,1.0,98612,0,False,False,True
100001713,1,26,1.0,70649,0,False,False,True
100001714,1,40,1.0,95228,0,True,False,True
100001715,1,25,0.0,46865,0,True,False,True
100001716,0,20,1.0,101688,0,False,True,False
100001717,1,23,1.0,62618,0,False,False,True
100001718,1,27,0.0,102531,0,True,True,False
100001719,1,36,1.0,100737,0,True,True,False
100001720,1,25,1.0,107321,0,False,True,False
100001721,1,25,1.0,112879,0,False,False,True
100001722,1,34,1.0,125372,0,False,False,True
100001723,1,24,0.0,69419,0,True,False,True
100001724,1,36,1.0,124759,0,True,True,False
100001725,1,40,1.0,79076,0,True,False,True
100001726,0,39,1.0,84779,0,True,False,True
100001727,1,42,1.0,77393,0,True,False,True
100001728,0,35,1.0,113187,0,True,False,True
100001729,1,27,1.0,99100,0,False,True,False
100001730,0,27,0.0,64954,0,True,False,True
100001731,1,23,1.0,103244,0,False,True,False
100001732,1,32,1.0,124975,0,False,True,False
100001733,0,28,1.0,133582,0,False,True,False
100001734,0,22,0.0,103519,0,True,True,False
100001735,0,31,0.0,117813,0,True,True,False
100001736,1,22,1.0,119902,0,False,True,False
100001737,0,23,0.0,70783,0,True,False,True
100001738,1,35,1.0,125470,0,False,False,True
100001739,1,26,1.0,109782,0,False,False,True
100001740,1,28,1.0,78322,0,False,False,True
100001741,0,54,1.0,125517,0,True,True,False
100001742,1,49,1.0,102463,0,True,False,True
100001743,1,38,1.0,89309,0,True,False,True
100001744,1,47,1.0,110287,0,True,True,False
100001745,1,49,1.0,122391,0,True,False,True
100001746,1,30,1.0,116399,0,False,True,False
100001747,1,32,0.0,81907,0,True,False,True
100001748,1,24,1.0,97909,0,False,False,True
100001749,1,25,0.0,68051,0,True,False,True
100001750,0,33,1.0,82414,0,True,False,True
100001751,1,34,1.0,123089,0,False,True,False
100001752,1,24,1.0,66537,0,False,False,True
100001753,1,36,1.0,127926,0,True,False,True
100001754,1,41,1.0,78963,0,True,False,True
100001755,0,33,1.0,108694,0,False,True,False
100001756,1,26,1.0,100892,0,False,True,False
100001757,1,36,1.0,119560,0,True,True,False
100001758,1,35,1.0,116176,0,True,False,True
100001759,0,29,0.0,111854,0,True,True,False
100001760,1,26,1.0,69831,0,False,False,True
100001761,0,31,0.0,69375,0,True,False,True
100001762,0,26,1.0,71310,0,False,False,True
100001763,0,47,1.0,73913,0,True,False,True
100001764,0,20,1.0,95492,0,False,True,False
100001765,0,45,1.0,109329,0,True,False,True
100001766,0,36,1.0,116027,0,True,True,False
100001767,0,31,1.0,81987,0,False,False,True
100001768,1,41,1.0,83481,0,True,False,True
100001769,1,31,0.0,72361,0,True,False,True
100001770,1,27,1.0,106625,0,False,False,True
100001771,1,32,1.0,123707,0,False,True,False
100001772,1,43,1.0,79353,0,True,False,True
100001773,1,32,0.0,68347,0,True,False,True
100001774,1,29,1.0,115832,0,False,True,False
100001775,0,37,1.0,89946,0,True,False,True
100001776,1,35,1.0,86319,0,True,False,True
100001777,1,23,1.0,70963,0,False,False,True
100001778,0,40,1.0,106120,0,True,True,False
100001779,1,26,1.0,97856,0,False,True,False
100001780,0,28,0.0,61824,0,True,False,True
100001781,1,40,1.0,103907,0,False,True,False
100001782,1,26,1.0,99953,0,False,False,True
100001783,1,23,1.0,113413,0,False,True,False
100001784,0,26,0.0,107091,0,True,False,True
100001785,0,26,0.0,124783,0,True,True,False
100001786,1,49,1.0,92281,0,True,False,True
100001787,1,26,1.0,96219,0,False,True,False
100001788,1,35,1.0,86221,0,True,False,True
100001789,1,24,1.0,80962,0,False,False,True
100001790,1,46,1.0,78754,0,True,False,True
100001791,0,26,0.0,60026,0,True,False,True
100001792,0,47,1.0,88157,0,True,False,True
100001793,0,27,0.0,59881,0,True,False,True
100001794,0,41,1.0,112818,0,False,True,False
100001795,1,29,1.0,102250,0,False,True,False
100001796,1,28,1.0,38980,0,False,False,True
100001797,1,33,1.0,81807,0,False,False,True
100001798,1,50,1.0,93148,0,True,False,True
100001799,1,32,1.0,108032,0,False,True,False
100001800,0,31,1.0,89335,0,False,False,True
100001801,0,52,1.0,95639,0,True,False,True
100001802,0,53,1.0,124902,0,True,True,False
100001803,1,34,1.0,87801,0,False,False,True
100001804,1,22,1.0,92538,0,False,True,False
100001805,0,33,1.0,83687,0,False,False,True
100001806,0,32,0.0,128310,0,True,True,False
100001807,1,45,1.0,104754,0,True,False,True
100001808,0,25,1.0,68222,0,False,False,True
100001809,1,41,1.0,97006,0,False,False,True
100001810,1,36,1.0,107372,0,True,False,True
100001811,1,27,1.0,110511,0,False,True,False
100001812,0,40,1.0,72193,0,True,False,True
100001813,1,37,1.0,95972,0,True,False,True
100001814,0,35,1.0,105556,0,True,False,True
100001815,0,34,1.0,88701,0,True,False,True
